ModuleCode;ModuleName;ModuleDepartment;ModuleCredit
DSC3222M;"TIOSCM: Business Practicum";"DECISION SCIENCES";4
DSC3224;"Dynamic Pricing & Revenue Management";"DECISION SCIENCES";4
DSC3226;"Sustainable Operations Management";"DECISION SCIENCES";4
DSC3229;"Independent Study in Ops & Supply Chain Mgt";"DECISION SCIENCES";4
DSC4211C;"SIOSCM: OPERATIONS STRATEGY";"DECISION SCIENCES";4
DSC4211G;"SIOSCM: Service Design";"DECISION SCIENCES";4
DSC4219;"Advanced Independent Study in Ops & Supply Chain Mgt";"DECISION SCIENCES";4
DSC5121;"Hands-on with Business Analytics (Supply Chain & Finance)";"DECISION SCIENCES";4
DSC5211A;"Supply Chain Coordination and Risk Management";"DECISION SCIENCES";4
EC1101E;"Introduction to Economic Analysis";ECONOMICS;4
EC1301;"Principles of Economics";ECONOMICS;4
EC2101;"Microeconomic Analysis I";ECONOMICS;4
EC2102;"Macroeconomic Analysis I";ECONOMICS;4
EC2104;"Quantitative Methods for Economic Analysis";ECONOMICS;4
EC2303;"Foundations for Econometrics";ECONOMICS;4
EC2373;"Global Economic Dimensions of Singapore";ECONOMICS;4
EC2374;"Economy of Modern China I";ECONOMICS;4
EC3101;"Microeconomic Analysis II";ECONOMICS;4
EC3102;"Macroeconomic Analysis II";ECONOMICS;4
EC3303;"Econometrics I";ECONOMICS;4
EC3304;"Econometrics II";ECONOMICS;4
EC3312;"Game Theory & Applications to Economics";ECONOMICS;4
EC3322;"Industrial Organisation I";ECONOMICS;4
EC3332;"Money and Banking I";ECONOMICS;4
EC3333;"Financial Economics I";ECONOMICS;4
EC3341;"International Economics I";ECONOMICS;4
EC3351;"Public Finance";ECONOMICS;4
EC3352;"Seminar in Singapore's Economic Policy";ECONOMICS;4
EC3361;"Labour Economics I";ECONOMICS;4
EC3371;"Development Economics I";ECONOMICS;4
EC3375;"Economy and Business of Japan and Korea";ECONOMICS;4
EC3376;"European Economic Integration";ECONOMICS;4
EC3377;"Global Economic History";ECONOMICS;4
EC3381;"Urban Economics";ECONOMICS;4
EC3384;"Resource and Energy Economics I";ECONOMICS;4
EC3394;"Economics and Psychology";ECONOMICS;4
EC3396;"Economic Analysis of Law I";ECONOMICS;4
EC3551;"FASS Undergraduate Research Opportunity (UROP)";ECONOMICS;4
EC3880B;"Topics in Economics: Economics of Ageing";ECONOMICS;4
EC4101;"Microeconomic Analysis III";ECONOMICS;5
EC4102;"Macroeconomic Analysis III";ECONOMICS;5
EC4324;"Economics of Competition Policy";ECONOMICS;5
EC4332;"Money and Banking II";ECONOMICS;5
EC4333;"Financial Economics II";ECONOMICS;5
EC4341;"International Economics II";ECONOMICS;5
EC4351;"Public Economics";ECONOMICS;5
EC4361;"Labour Economics II";ECONOMICS;5
EC4371;"Development Economics II";ECONOMICS;5
EC4394;"Behavioural Economics";ECONOMICS;5
EC4401;"Honours Thesis";ECONOMICS;15
EC4660;"Independent Study";ECONOMICS;5
EC4880;"Topics in Economics";ECONOMICS;5
EC5326R;"Policy Impact Evaluation Methods";ECONOMICS;5
EC5332R;"Money & Banking";ECONOMICS;5
EE1003;"Introduction to Signals and Communications";"ELECTRICAL & COMPUTER ENGINEERING";4
EE2011;"Engineering Electromagnetics";"ELECTRICAL & COMPUTER ENGINEERING";4
EE2011E;"Engineering Electromagnetics";"BACHELOR OF TECHNOLOGY PROGRAMME";4
EE2012;"Analytical Methods In ECE";"ELECTRICAL & COMPUTER ENGINEERING";4
EE2020;"Digital Fundamentals";"ELECTRICAL & COMPUTER ENGINEERING";5
EE2020E;"Digital Fundamentals";"BACHELOR OF TECHNOLOGY PROGRAMME";5
EE2021;"Devices and Circuits";"ELECTRICAL & COMPUTER ENGINEERING";4
EE2021E;"Devices and Circuits";"BACHELOR OF TECHNOLOGY PROGRAMME";4
EE2022;"Electrical Energy Systems";"ELECTRICAL & COMPUTER ENGINEERING";4
EE2023;"Signals and Systems";"ELECTRICAL & COMPUTER ENGINEERING";4
EE2024;"Programming for Computer Interfaces";"ELECTRICAL & COMPUTER ENGINEERING";5
EE2031;"Circuit and Systems Design Lab";"ELECTRICAL & COMPUTER ENGINEERING";3
EE2032;"Signals & Communications Design Lab";"ELECTRICAL & COMPUTER ENGINEERING";3
EE3013C;"Labview for Electrical Engineers";"ELECTRICAL & COMPUTER ENGINEERING";4
EE3013E;"Labview for Electrical Engineers";"BACHELOR OF TECHNOLOGY PROGRAMME";4
EE3031;"Innovation & Enterprise I";"ELECTRICAL & COMPUTER ENGINEERING";4
EE3031E;"Innovation & Enterprise I";"BACHELOR OF TECHNOLOGY PROGRAMME";4
EE3032;"Innovation & Enterprise II";"ELECTRICAL & COMPUTER ENGINEERING";6
EE3104C;"Intro to RF and Microwave Sys & Circuits";"ELECTRICAL & COMPUTER ENGINEERING";4
EE3131C;"Communication Systems";"ELECTRICAL & COMPUTER ENGINEERING";4
EE3304;"Digital Control Systems";"ELECTRICAL & COMPUTER ENGINEERING";4
EE3331C;"Feedback Control Systems";"ELECTRICAL & COMPUTER ENGINEERING";4
EE3407;"Analog Electronics";"ELECTRICAL & COMPUTER ENGINEERING";4
EE3407E;"Analog Electronics";"BACHELOR OF TECHNOLOGY PROGRAMME";4
EE3431C;"Microelectronics Materials and Devices";"ELECTRICAL & COMPUTER ENGINEERING";4
EE3431E;"Microelectronics Materials and Devices";"BACHELOR OF TECHNOLOGY PROGRAMME";4
EE3501C;"Power Electronics";"ELECTRICAL & COMPUTER ENGINEERING";4
EE3501E;"Power Electronics";"BACHELOR OF TECHNOLOGY PROGRAMME";4
EE4001;"B.Eng. Dissertation";"ELECTRICAL & COMPUTER ENGINEERING";12
EE4104;"Microwave Circuits & Devices";"ELECTRICAL & COMPUTER ENGINEERING";4
EE4110;"RFIC and MMIC Design";"ELECTRICAL & COMPUTER ENGINEERING";4
EE4112E;"High Frequency (HF) Techniques";"BACHELOR OF TECHNOLOGY PROGRAMME";4
EE4114;"Optical Communications";"ELECTRICAL & COMPUTER ENGINEERING";4
EE4210;"Computer Communication Networks II";"ELECTRICAL & COMPUTER ENGINEERING";4
EE4210E;"Computer Communications Networks II";"BACHELOR OF TECHNOLOGY PROGRAMME";4
EE4212;"Computer Vision";"ELECTRICAL & COMPUTER ENGINEERING";4
EE4213;"Image and Video Processing";"ELECTRICAL & COMPUTER ENGINEERING";4
EE4218;"Embedded Hardware System Design";"ELECTRICAL & COMPUTER ENGINEERING";4
EE4302;"Advanced Control Systems";"ELECTRICAL & COMPUTER ENGINEERING";4
EE4306;"Distributed Autonomous Robotic Systems";"ELECTRICAL & COMPUTER ENGINEERING";4
EE4307;"Control Systems Design And Simulation";"ELECTRICAL & COMPUTER ENGINEERING";4
EE4401;Optoelectronics;"ELECTRICAL & COMPUTER ENGINEERING";4
EE4408;"Silicon Device Reliability";"ELECTRICAL & COMPUTER ENGINEERING";4
EE4410A;"Integrated Circuit Design";"ELECTRICAL & COMPUTER ENGINEERING";4
EE4415;"Integrated Digital Design";"ELECTRICAL & COMPUTER ENGINEERING";4
EE4415E;"Integrated Digital Design";"BACHELOR OF TECHNOLOGY PROGRAMME";4
EE4431;"Nano-Device Engineering";"ELECTRICAL & COMPUTER ENGINEERING";4
EE4432;"Devices for Electric Energy Generation";"ELECTRICAL & COMPUTER ENGINEERING";4
EE4434;"Integrated Circuit Technology Design and Testing";"ELECTRICAL & COMPUTER ENGINEERING";4
EE4509;"Silicon Micro Systems";"ELECTRICAL & COMPUTER ENGINEERING";4
EE4511;"Sustainable Energy Systems";"ELECTRICAL & COMPUTER ENGINEERING";4
EE4603;"Biomedical Imaging Systems";"ELECTRICAL & COMPUTER ENGINEERING";4
EE4605;"Bio-Instrumentation & Signal Analysis";"ELECTRICAL & COMPUTER ENGINEERING";4
EE5903;"REAL-TIME SYSTEMS";"ELECTRICAL & COMPUTER ENGINEERING";4
EE5904R;"NEURAL NETWORKS";"ELECTRICAL & COMPUTER ENGINEERING";4
EE5907R;"Pattern Recognition";"ELECTRICAL & COMPUTER ENGINEERING";4
EG1108;"Electrical Engineering";"DEAN'S OFFICE (ENGINEERING)";3
EG1109;"Statics And Mechanics Of Materials";"DEAN'S OFFICE (ENGINEERING)";4
EG1310;"Exploratory Satellite Design";"ELECTRICAL & COMPUTER ENGINEERING";4
EG1603;"TIP - Product & Business Plan Competition";"DEAN'S OFFICE (ENGINEERING)";2
EG2201A;"Design Thinking in Grand Engineering Challenges - Part 1";"DEAN'S OFFICE (ENGINEERING)";4
EG2401;"Engineering Professionalism";"DEAN'S OFFICE (ENGINEERING)";3
EG2603A;"TIP - Product & Business Plan Development";"DEAN'S OFFICE (ENGINEERING)";2
EG2604;"Innovation Programme";"DEAN'S OFFICE (ENGINEERING)";4
EG2605;"Undergraduate Research Opportunities Programme";"DEAN'S OFFICE (ENGINEERING)";4
EG2606A;"Independent Work";"DEAN'S OFFICE (ENGINEERING)";2
EG2606B;"Independent Work";"DEAN'S OFFICE (ENGINEERING)";4
EG3301;"DCC Project";"DEAN'S OFFICE (ENGINEERING)";10
EG3601;"Industrial Attachment Programme";"DEAN'S OFFICE (ENGINEERING)";12
EG3602;"Vacation Internship Programme";"DEAN'S OFFICE (ENGINEERING)";6
EG4301;"DCC Project for B.Eng. Dissertation";"DEAN'S OFFICE (ENGINEERING)";12
EL1101E;"The Nature of Language";"ENGLISH LANGUAGE & LITERATURE";4
EL2201;"Structure of Sentences and Meaning";"ENGLISH LANGUAGE & LITERATURE";4
EL2211;"Historical Variation in English";"ENGLISH LANGUAGE & LITERATURE";4
EL3202;"Phonetics and Phonology";"ENGLISH LANGUAGE & LITERATURE";4
EL3208;Bilingualism;"ENGLISH LANGUAGE & LITERATURE";4
EL3209;"Language Culture and Mind";"ENGLISH LANGUAGE & LITERATURE";4
EL3252;"Language Planning and Policy";"ENGLISH LANGUAGE & LITERATURE";4
EL3258;"The Sociolinguistics of Humour: Jokes and Comedies";"ENGLISH LANGUAGE & LITERATURE";4
EL3880F;"Foundations in Applied Linguistics";"ENGLISH LANGUAGE & LITERATURE";4
EL4216;"Lexicology and Lexicography";"ENGLISH LANGUAGE & LITERATURE";5
EL4254;"Language Ideology and Power";"ENGLISH LANGUAGE & LITERATURE";5
EL4255;"English as a World Language";"ENGLISH LANGUAGE & LITERATURE";5
EL4401;"Honours Thesis";"ENGLISH LANGUAGE & LITERATURE";15
EL4660;"Independent Study";"ENGLISH LANGUAGE & LITERATURE";5
EL4880A;"Systemic Functional Grammar";"ENGLISH LANGUAGE & LITERATURE";5
EL5250R;"Sociolinguistic Argumentation";"ENGLISH LANGUAGE & LITERATURE";5
EL5252R;"Language Variation and Change";"ENGLISH LANGUAGE & LITERATURE";5
EL5253R;"Textual Construction of Knowledge";"ENGLISH LANGUAGE & LITERATURE";5
EL5270R;"EXPLORATIONS IN APPLIED LINGUISTICS";"ENGLISH LANGUAGE & LITERATURE";5
EL5880BR;"Second Language Writing";"ENGLISH LANGUAGE & LITERATURE";5
EM1201;"English for Academic Purposes (Music) 1";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";0
EM1202;"English for Academic Purposes (Music) 2";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";0
EN1101E;"An Introduction to Literary Studies";"ENGLISH LANGUAGE & LITERATURE";4
EN2201;"Backgrounds to Western Literature and Culture";"ENGLISH LANGUAGE & LITERATURE";4
EN2202;"Critical Reading";"ENGLISH LANGUAGE & LITERATURE";4
EN2203;"Introduction to Film Studies";"ENGLISH LANGUAGE & LITERATURE";4
EN2271;"Introduction to Playwriting";"ENGLISH LANGUAGE & LITERATURE";4
EN3222;"The Eighteenth Century";"ENGLISH LANGUAGE & LITERATURE";4
EN3229;"Shakespeare in His Time and Ours";"ENGLISH LANGUAGE & LITERATURE";4
EN3241;"Literature and Psychoanalysis";"ENGLISH LANGUAGE & LITERATURE";4
EN3249;"Introduction to Visual Culture: Art Film and Media";"ENGLISH LANGUAGE & LITERATURE";4
EN3261;"European Literature I";"ENGLISH LANGUAGE & LITERATURE";4
EN3265;"South Asian Literatures in English";"ENGLISH LANGUAGE & LITERATURE";4
EN3880A;"History of Non-Western Film";"ENGLISH LANGUAGE & LITERATURE";4
EN4223;"Topics in the Nineteenth Century";"ENGLISH LANGUAGE & LITERATURE";5
EN4226;"English Women Novelists 1800-1900";"ENGLISH LANGUAGE & LITERATURE";5
EN4232;"Topics in American Literature";"ENGLISH LANGUAGE & LITERATURE";5
EN4247;"Film Theory";"ENGLISH LANGUAGE & LITERATURE";5
EN4262;"Writing Global India: (Dis)Possessions of Capitalism";"ENGLISH LANGUAGE & LITERATURE";5
EN4401;"Honours Thesis";"ENGLISH LANGUAGE & LITERATURE";15
EN4660;"Independent Study";"ENGLISH LANGUAGE & LITERATURE";5
EN5242R;"Women Novelists";"ENGLISH LANGUAGE & LITERATURE";5
EN5247R;"Victorian Literature: History Politics Culture";"ENGLISH LANGUAGE & LITERATURE";5
EN5253R;"Writing in the Aftermath";"ENGLISH LANGUAGE & LITERATURE";5
EN5880AR;"Literature and the Environment";"ENGLISH LANGUAGE & LITERATURE";5
EN5883R;"SCREEN CULTURE IN SOUTHEAST ASIA";"ENGLISH LANGUAGE & LITERATURE";5
ENV2102;"Environmental Law Policy Governance & Management";"DEAN'S OFFICE (SCIENCE)";4
ENV3101;"Environmental Challenges: Asian Case Studies I";"DEAN'S OFFICE (SCIENCE)";4
ES1000;"Basic English";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";0
ES1102;"English for Academic Purposes";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";0
ES1501A;"Critical Thinking and Expository Writing: Up Close and Public: Designing Public Persona";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";4
ES1501Q;"Critical Thinking and Expository Writing: English Singlish and intercultural communication";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";4
ES1531;"Critical Thinking And Writing";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";4
ES1541;"Exploring Science Communication through Popular Science";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";4
ES2002;"Business Communication";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";4
ES2007S;"Professional Communication";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";4
ES2331;"Communicating Engineering";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";4
ESE2401;"Water Science & Technology";"CIVIL & ENVIRONMENTAL ENGINEERING";4
ESE3001;"Water Quality Engineering";"CIVIL & ENVIRONMENTAL ENGINEERING";4
ESE4403;"Membrane Tech In Env Applns";"CIVIL & ENVIRONMENTAL ENGINEERING";4
ESE4405;"Urban Water Engineering & Management";"CIVIL & ENVIRONMENTAL ENGINEERING";4
ESE4407;"Environmental Forensics";"CIVIL & ENVIRONMENTAL ENGINEERING";4
ESE4502;"B.Eng. Dissertation";"CIVIL & ENVIRONMENTAL ENGINEERING";12
ESE5401;"Water Quality Management";"CIVIL & ENVIRONMENTAL ENGINEERING";4
ESE5405;"Water Treatment Processes";"CIVIL & ENVIRONMENTAL ENGINEERING";4
ESE5602;"Environmental Management Systems";"CIVIL & ENVIRONMENTAL ENGINEERING";4
ESP1104;"Introduction to Electronic Systems";"ENGINEERING SCIENCE PROGRAMME";4
ESP2110;"Design Project 2";"ENGINEERING SCIENCE PROGRAMME";4
ESP3903;"Major Design Project 2";"ENGINEERING SCIENCE PROGRAMME";4
ESP4402;"Transport Phenomena in Energy Systems";"ENGINEERING SCIENCE PROGRAMME";4
ESP4901;"Research Project";"ENGINEERING SCIENCE PROGRAMME";12
EU1101E;"Making of Modern Europe";HISTORY;4
EU2203;"Ancient Western Political Thought";"POLITICAL SCIENCE";4
EU2214;"Introduction to Continental Philosophy";PHILOSOPHY;4
EU2223;"Ages of the Mediterranean";HISTORY;4
EU3217;"European Literature I";"ENGLISH LANGUAGE & LITERATURE";4
EU3224;"Social Thought & Social Theory";SOCIOLOGY;4
EU3228;"The EU and Asean in the World";"DEAN'S OFFICE (ARTS & SOCIAL SC.)";4
EU3230;"Cold War in Europe 1945-1991";HISTORY;4
EU3231;"Modern Imperialism";HISTORY;4
EU4224;"War and Diplomacy in Early Modern Europe";HISTORY;5
EU4228;"European Foreign Policy";"POLITICAL SCIENCE";5
EU4401;"Honours Thesis";"DEAN'S OFFICE (ARTS & SOCIAL SC.)";15
FDP2001;"Special Mathematics Classes 1 2 and 3";"DEAN'S OFFICE (SCIENCE)";12
FDP2002;"Special Physics Class 1 2 and 3";"DEAN'S OFFICE (SCIENCE)";12
FIN2004;Finance;FINANCE;4
FIN2004X;Finance;FINANCE;4
FIN3101A;"Corporate Finance";FINANCE;4
FIN3102A;"Investment Analysis and Portfolio Management";FINANCE;4
FIN3102B;"Investment Analysis and Portfolio Management";FINANCE;4
FIN3103A;"Financial Markets";FINANCE;4
FIN3103B;"Financial Markets";FINANCE;4
FIN3113;"Financial Statement Analysis";FINANCE;4
FIN3116;"Options and Futures";FINANCE;4
FIN3117;"Bank Management";FINANCE;4
FIN3118;"Financial Risk Management";FINANCE;4
FIN3129;"Independent Study in Finance";FINANCE;4
FIN3130;"Financial Modelling";FINANCE;4
FIN3131;"Fixed Income Securities";FINANCE;4
FIN4112G;"Seminars in Finance: Private Equity";FINANCE;4
FIN4112H;"Seminars in Finance: Investment Banking";FINANCE;4
FIN4112K;"SIF: Applied Portfolio Management Techniques";FINANCE;4
FIN4113;"Personal Finance and Wealth Management";FINANCE;4
FIN4116;"Valuation and Mergers & Acquisitions";FINANCE;4
FIN4119;"Advanced Independent Study in Finance";FINANCE;4
FMA1201J;"FS: Generations";"JAPANESE STUDIES";4
FMA1201P;"FS: Meanings and Leanings: Is There a Reason Why?";"SOCIAL WORK";4
FMA1201Q;"FS: Love Actually? The Social Construction of Romantic Love";SOCIOLOGY;4
FMA1201R;"FS: Singapore's Little India: A 'Community Space'?";"SOUTH ASIAN STUDIES PROGRAMME";4
FMA1203F;"FS: Should Fiction Be Censored?";"ENGLISH LANGUAGE & LITERATURE";4
FMA1203H;"FS: The Space Race";HISTORY;4
FMA1206M;"FS: Food Politics";"POLITICAL SCIENCE";4
FMC1201;"Freshman Seminar: Is Computer Science Science?";"COMPUTER SCIENCE";4
FMC1203;"Freshman Seminar: Computational Thinking";"COMPUTER SCIENCE";4
FMD1201;"Freshmen Seminar: Policies for Bdg Sustainable Cities";BUILDING;4
FMS1201D;"FS: Transforming Medicine: From Bench to Beside & Beyond";"DEAN'S OFFICE (SCIENCE)";4
FMS1202C;"FS: The 5 S's of Molecules";CHEMISTRY;4
FMS1203S;"FS: Randomness in Scientific Thinking";"STATISTICS & APPLIED PROBABILITY";4
FMS1204P;"FS: Conceptual Development of Physics";PHYSICS;4
FMS1204S;"FS: Fraud Deception and Data";"STATISTICS & APPLIED PROBABILITY";4
FMS1205M;"FS: Analogy & Intuition in Mathematics";MATHEMATICS;4
FMS1205P;"FS: Nanoworld and Synchrotron Radiation";PHYSICS;4
FMS1207C;"Gemstones Minerals and Rocks";CHEMISTRY;4
FMS1207P;"The scientific method and how it can fail";PHYSICS;4
FMS1209C;"The strange and exciting world of nanoparticles";CHEMISTRY;4
FMS1209M;"Philosophy of Mathematics";MATHEMATICS;4
FMS1210C;"Simple Chemistry for Different Disciplines";CHEMISTRY;4
FMS1210M;"Turning Points in the History of Mathematics";MATHEMATICS;4
FMS1215B;"Plant Pathogens that cause plants to end up in a bucket";"BIOLOGICAL SCIENCES";4
FMS1221B;"Science: The Good the Bad the Ugly and the Beautiful";"BIOLOGICAL SCIENCES";4
FMS1224B;"Why do these crystal structures deserve the Nobel Prize?";"BIOLOGICAL SCIENCES";4
FSP4003;"Field Service Project";"DEAN'S OFFICE (BIZ)";8
FST2102A;"Chemistry of Food Components";CHEMISTRY;6
FST2106;"Post Harvest Food Processing";CHEMISTRY;4
FST2201;"Introduction to Human Nutrition";CHEMISTRY;4
FST2288;"Basic UROPS in Food Science & Technology I";CHEMISTRY;4
FST2289;"Basic UROPS in Food Science & Technology II";CHEMISTRY;4
FST3181;"Professional Placement";CHEMISTRY;8
FST3201;"Independent Study (Food Science & Tech)";CHEMISTRY;4
FST3288;"Advanced UROPS in Food Science & Technology I";CHEMISTRY;4
FST3289;"Advanced UROPS in Food Science & Technology II";CHEMISTRY;4
FST4102;"Advanced Food Processing Technology";CHEMISTRY;4
FST4103;"Food Colloids and Components Science";CHEMISTRY;4
FST4199;"Honours Project in Food Science & Tech";CHEMISTRY;16
FST4202;"Nutritional Biochemistry";CHEMISTRY;4
FST5203;"Advanced Food Microbiology and Safety";CHEMISTRY;4
GE1101E;"Geographical Journeys: Exploring World Environments";GEOGRAPHY;4
GE2101;"Methods and Practices in Geography";GEOGRAPHY;4
GE2202;"Economy & Space";GEOGRAPHY;4
GE2206;"Geographies of Life and Death";GEOGRAPHY;4
GE2218;"Leisure Recreation and Tourism";GEOGRAPHY;4
GE2220;"Terrestrial and Coastal Environments";GEOGRAPHY;4
GE3204;"Cities and Regions: Planning for Change";GEOGRAPHY;4
GE3206;"Gender Space & Place";GEOGRAPHY;4
GE3216;"Applications of GIS & Remote Sensing";GEOGRAPHY;4
GE3221;"Ecological Systems";GEOGRAPHY;4
GE3240;"Geographical Research: Developing Ideas";GEOGRAPHY;4
GE3242;"Sediments and Sedimentary Basins";GEOGRAPHY;4
GE3243;"Applied Petroleum Exploration";GEOGRAPHY;4
GE3550A;"GIS Internship Module";GEOGRAPHY;4
GE3550B;"Geography Internship";GEOGRAPHY;4
GE3551;"FASS Undergraduate Research Opportunity (UROP)";GEOGRAPHY;4
GE4202;"Remaking the Global Economy";GEOGRAPHY;5
GE4207;"Coastal Management";GEOGRAPHY;5
GE4211;"Catchment Processes & Management";GEOGRAPHY;5
GE4218;"Interpreting Tourism Spaces and Cultures";GEOGRAPHY;5
GE4401;"Honours Thesis";GEOGRAPHY;15
GE4660;"Independent Study";GEOGRAPHY;5
GE5211;"Dynamic Environments";GEOGRAPHY;4
GE5212;"GLOBAL CITIES";GEOGRAPHY;4
GE5660;"INDEPENDENT STUDY";GEOGRAPHY;4
GE6216;"The Nature of Physical Geography";GEOGRAPHY;4
GE6660;"INDEPENDENT STUDY";GEOGRAPHY;4
GE6770;"GRADUATE RESEARCH SEMINAR";GEOGRAPHY;4
GEK1000;"An Introduction to Literary Studies";"ENGLISH LANGUAGE & LITERATURE";4
GEK1001;"Geographical Journeys: Exploring World Environments";GEOGRAPHY;4
GEK1002;"Introduction to Japanese Studies";"JAPANESE STUDIES";4
GEK1003;"Introduction to Politics";"POLITICAL SCIENCE";4
GEK1008;"Southeast Asia: A Changing Region";"SOUTHEAST ASIAN STUDIES";4
GEK1011;"The Nature of Language";"ENGLISH LANGUAGE & LITERATURE";4
GEK1012;"Contemporary Social Issues in Singapore";"SOCIAL WORK";4
GEK1022;"Geopolitics:Geographies of War & Peace";GEOGRAPHY;4
GEK1029T;"Managing Change: Power & Paradox";"BACHELOR OF TECHNOLOGY PROGRAMME";4
GEK1048;"Gandhi and Conflict Resolution: Global Legacies";"SOUTH ASIAN STUDIES PROGRAMME";4
GEK1054;"Music in the Global Context";"YONG SIEW TOH CONSERVATORY OF MUSIC";4
GEK1055;"The Theatre Experience";"ENGLISH LANGUAGE & LITERATURE";4
GEK1056;"The Visual Image Around the World";"SOUTHEAST ASIAN STUDIES";4
GEK1058;"Language and the Preservation of Culture";"ENGLISH LANGUAGE & LITERATURE";4
GEK1059;"Investigating Standard English";"ENGLISH LANGUAGE & LITERATURE";4
GEK1062;"Bridging East and West: Exploring Chinese Communication";"CHINESE STUDIES";4
GEK1064;"Psychology in Everyday Life";PSYCHOLOGY;4
GEK1066;"Engaging the natural environment in ASEAN";"OFFICE OF STUDENT AFFAIRS";4
GEK1501;"Information Technology And Us";"ELECTRICAL & COMPUTER ENGINEERING";4
GEK1505;"Living with Mathematics";MATHEMATICS;4
GEK1508;"Einstein's Universe & Quantum Weirdness";PHYSICS;4
